"_id","_labels","ROlle","Rolle","UNIQUE IMPORT ID","definition","humanname","info","unit","value","_start","_end","_type"
,,,,,,,,,,"842","205","right"
,,,,,,,,,,"842","841","right"
,,,,,,,,,,"207","206","right"
,,,,,,,,,,"207","842","right"
,,,,,,,,,,"843","206","right"
,,,,,,,,,,"843","842","right"
,,,,,,,,,,"209","208","right"
,,,,,,,,,,"209","844","right"
,,,,,,,,,,"845","208","right"
,,,,,,,,,,"845","844","right"
,,,,,,,,,,"210","209","right"
,,,,,,,,,,"210","845","right"
,,,,,,,,,,"846","209","right"
,,,,,,,,,,"846","845","right"
,,,,,,,,,,"212","211","right"
,,,,,,,,,,"212","847","right"
,,,,,,,,,,"848","211","right"
,,,,,,,,,,"848","847","right"
,,,,,,,,,,"213","212","right"
,,,,,,,,,,"213","848","right"
,,,,,,,,,,"849","212","right"
,,,,,,,,,,"849","848","right"
,,,,,,,,,,"216","215","right"
,,,,,,,,,,"216","851","right"
,,,,,,,,,,"852","215","right"
,,,,,,,,,,"852","851","right"
,,,,,,,,,,"219","218","right"
,,,,,,,,,,"219","854","right"
,,,,,,,,,,"855","218","right"
,,,,,,,,,,"855","854","right"
,,,,,,,,,,"221","220","right"
,,,,,,,,,,"221","856","right"
,,,,,,,,,,"857","220","right"
,,,,,,,,,,"857","856","right"
,,,,,,,,,,"222","221","right"
,,,,,,,,,,"222","857","right"
,,,,,,,,,,"858","221","right"
,,,,,,,,,,"858","857","right"
,,,,,,,,,,"225","224","right"
,,,,,,,,,,"225","860","right"
,,,,,,,,,,"861","224","right"
,,,,,,,,,,"861","860","right"
,,,,,,,,,,"226","225","right"
,,,,,,,,,,"226","861","right"
,,,,,,,,,,"862","225","right"
,,,,,,,,,,"862","861","right"
,,,,,,,,,,"227","226","right"
,,,,,,,,,,"227","862","right"
,,,,,,,,,,"863","226","right"
,,,,,,,,,,"863","862","right"
,,,,,,,,,,"228","227","right"
,,,,,,,,,,"228","863","right"
,,,,,,,,,,"864","227","right"
,,,,,,,,,,"864","863","right"
,,,,,,,,,,"231","230","right"
,,,,,,,,,,"231","866","right"
,,,,,,,,,,"867","230","right"
,,,,,,,,,,"867","866","right"
,,,,,,,,,,"232","231","right"
,,,,,,,,,,"232","867","right"
,,,,,,,,,,"868","231","right"
,,,,,,,,,,"868","867","right"
,,,,,,,,,,"233","232","right"
,,,,,,,,,,"233","868","right"
,,,,,,,,,,"869","232","right"
,,,,,,,,,,"869","868","right"
,,,,,,,,,,"236","235","right"
,,,,,,,,,,"236","871","right"
,,,,,,,,,,"872","235","right"
,,,,,,,,,,"872","871","right"
,,,,,,,,,,"237","236","right"
,,,,,,,,,,"237","872","right"
,,,,,,,,,,"873","236","right"
,,,,,,,,,,"873","872","right"
,,,,,,,,,,"241","240","right"
,,,,,,,,,,"241","876","right"
,,,,,,,,,,"877","240","right"
,,,,,,,,,,"877","876","right"
,,,,,,,,,,"243","242","right"
,,,,,,,,,,"243","878","right"
,,,,,,,,,,"879","242","right"
,,,,,,,,,,"879","878","right"
,,,,,,,,,,"244","243","right"
,,,,,,,,,,"244","879","right"
,,,,,,,,,,"880","243","right"
,,,,,,,,,,"880","879","right"
,,,,,,,,,,"246","245","right"
,,,,,,,,,,"246","881","right"
,,,,,,,,,,"882","245","right"
,,,,,,,,,,"882","881","right"
,,,,,,,,,,"248","247","right"
,,,,,,,,,,"248","883","right"
,,,,,,,,,,"884","247","right"
,,,,,,,,,,"884","883","right"
,,,,,,,,,,"250","249","right"
,,,,,,,,,,"250","885","right"
,,,,,,,,,,"886","249","right"
,,,,,,,,,,"886","885","right"
,,,,,,,,,,"251","250","right"
,,,,,,,,,,"251","886","right"
,,,,,,,,,,"887","250","right"
,,,,,,,,,,"887","886","right"
,,,,,,,,,,"252","251","right"
,,,,,,,,,,"252","887","right"
,,,,,,,,,,"888","251","right"
,,,,,,,,,,"888","887","right"
,,,,,,,,,,"253","252","right"
,,,,,,,,,,"253","888","right"
,,,,,,,,,,"889","252","right"
,,,,,,,,,,"889","888","right"
,,,,,,,,,,"254","253","right"
,,,,,,,,,,"254","889","right"
,,,,,,,,,,"890","253","right"
,,,,,,,,,,"890","889","right"
,,,,,,,,,,"255","254","right"
,,,,,,,,,,"255","890","right"
,,,,,,,,,,"891","254","right"
,,,,,,,,,,"891","890","right"
,,,,,,,,,,"258","257","right"
,,,,,,,,,,"258","893","right"
,,,,,,,,,,"894","257","right"
,,,,,,,,,,"894","893","right"
,,,,,,,,,,"259","258","right"
,,,,,,,,,,"259","894","right"
,,,,,,,,,,"895","258","right"
,,,,,,,,,,"895","894","right"
,,,,,,,,,,"263","262","right"
,,,,,,,,,,"263","898","right"
,,,,,,,,,,"899","262","right"
,,,,,,,,,,"899","898","right"
,,,,,,,,,,"264","263","right"
,,,,,,,,,,"264","899","right"
,,,,,,,,,,"900","263","right"
,,,,,,,,,,"900","899","right"
,,,,,,,,,,"266","265","right"
,,,,,,,,,,"266","901","right"
,,,,,,,,,,"902","265","right"
,,,,,,,,,,"902","901","right"
,,,,,,,,,,"268","267","right"
,,,,,,,,,,"268","903","right"
,,,,,,,,,,"904","267","right"
,,,,,,,,,,"904","903","right"
,,,,,,,,,,"270","269","right"
,,,,,,,,,,"270","905","right"
,,,,,,,,,,"906","269","right"
,,,,,,,,,,"906","905","right"
,,,,,,,,,,"271","270","right"
,,,,,,,,,,"271","906","right"
,,,,,,,,,,"907","270","right"
,,,,,,,,,,"907","906","right"
,,,,,,,,,,"272","271","right"
,,,,,,,,,,"272","907","right"
,,,,,,,,,,"908","271","right"
,,,,,,,,,,"908","907","right"
,,,,,,,,,,"273","272","right"
,,,,,,,,,,"273","908","right"
,,,,,,,,,,"909","272","right"
,,,,,,,,,,"909","908","right"
,,,,,,,,,,"274","273","right"
,,,,,,,,,,"274","909","right"
,,,,,,,,,,"910","273","right"
,,,,,,,,,,"910","909","right"
,,,,,,,,,,"275","274","right"
,,,,,,,,,,"275","910","right"
,,,,,,,,,,"911","274","right"
,,,,,,,,,,"911","910","right"
,,,,,,,,,,"277","276","right"
,,,,,,,,,,"277","912","right"
,,,,,,,,,,"913","276","right"
,,,,,,,,,,"913","912","right"
,,,,,,,,,,"279","278","right"
,,,,,,,,,,"279","914","right"
,,,,,,,,,,"915","278","right"
,,,,,,,,,,"915","914","right"
,,,,,,,,,,"282","281","right"
,,,,,,,,,,"282","917","right"
,,,,,,,,,,"918","281","right"
,,,,,,,,,,"918","917","right"
,,,,,,,,,,"284","283","right"
,,,,,,,,,,"284","919","right"
,,,,,,,,,,"920","283","right"
,,,,,,,,,,"920","919","right"
,,,,,,,,,,"285","284","right"
,,,,,,,,,,"285","920","right"
,,,,,,,,,,"921","284","right"
,,,,,,,,,,"921","920","right"
,,,,,,,,,,"286","285","right"
,,,,,,,,,,"286","921","right"
,,,,,,,,,,"922","285","right"
,,,,,,,,,,"922","921","right"
,,,,,,,,,,"287","286","right"
,,,,,,,,,,"287","922","right"
,,,,,,,,,,"923","286","right"
,,,,,,,,,,"923","922","right"
,,,,,,,,,,"288","287","right"
,,,,,,,,,,"288","923","right"
,,,,,,,,,,"924","287","right"
,,,,,,,,,,"924","923","right"
,,,,,,,,,,"289","288","right"
,,,,,,,,,,"289","924","right"
,,,,,,,,,,"925","288","right"
,,,,,,,,,,"925","924","right"
,,,,,,,,,,"290","289","right"
,,,,,,,,,,"290","925","right"
,,,,,,,,,,"926","289","right"
,,,,,,,,,,"926","925","right"
,,,,,,,,,,"293","292","right"
,,,,,,,,,,"293","928","right"
,,,,,,,,,,"929","292","right"
,,,,,,,,,,"929","928","right"
,,,,,,,,,,"294","293","right"
,,,,,,,,,,"294","929","right"
,,,,,,,,,,"930","293","right"
,,,,,,,,,,"930","929","right"
,,,,,,,,,,"298","297","right"
,,,,,,,,,,"298","933","right"
,,,,,,,,,,"934","297","right"
,,,,,,,,,,"934","933","right"
,,,,,,,,,,"299","298","right"
,,,,,,,,,,"299","934","right"
,,,,,,,,,,"935","298","right"
,,,,,,,,,,"935","934","right"
,,,,,,,,,,"301","300","right"
,,,,,,,,,,"301","936","right"
,,,,,,,,,,"937","300","right"
,,,,,,,,,,"937","936","right"
,,,,,,,,,,"302","301","right"
,,,,,,,,,,"302","937","right"
,,,,,,,,,,"938","301","right"
,,,,,,,,,,"938","937","right"
,,,,,,,,,,"307","306","right"
,,,,,,,,,,"307","942","right"
,,,,,,,,,,"943","306","right"
,,,,,,,,,,"943","942","right"
,,,,,,,,,,"309","308","right"
,,,,,,,,,,"309","944","right"
,,,,,,,,,,"945","308","right"
,,,,,,,,,,"945","944","right"
,,,,,,,,,,"311","310","right"
,,,,,,,,,,"311","946","right"
,,,,,,,,,,"947","310","right"
,,,,,,,,,,"947","946","right"
,,,,,,,,,,"313","312","right"
,,,,,,,,,,"313","948","right"
,,,,,,,,,,"949","312","right"
,,,,,,,,,,"949","948","right"
,,,,,,,,,,"314","313","right"
,,,,,,,,,,"314","949","right"
,,,,,,,,,,"950","313","right"
,,,,,,,,,,"950","949","right"
,,,,,,,,,,"315","314","right"
,,,,,,,,,,"315","950","right"
,,,,,,,,,,"951","314","right"
,,,,,,,,,,"951","950","right"
,,,,,,,,,,"317","316","right"
,,,,,,,,,,"317","952","right"
,,,,,,,,,,"953","316","right"
,,,,,,,,,,"953","952","right"
,,,,,,,,,,"319","318","right"
,,,,,,,,,,"319","954","right"
,,,,,,,,,,"955","318","right"
,,,,,,,,,,"955","954","right"
,,,,,,,,,,"321","320","right"
,,,,,,,,,,"321","956","right"
,,,,,,,,,,"957","320","right"
,,,,,,,,,,"957","956","right"
,,,,,,,,,,"322","321","right"
,,,,,,,,,,"322","957","right"
,,,,,,,,,,"958","321","right"
,,,,,,,,,,"958","957","right"
,,,,,,,,,,"323","322","right"
,,,,,,,,,,"323","958","right"
,,,,,,,,,,"959","322","right"
,,,,,,,,,,"959","958","right"
,,,,,,,,,,"325","324","right"
,,,,,,,,,,"325","960","right"
,,,,,,,,,,"961","324","right"
,,,,,,,,,,"961","960","right"
,,,,,,,,,,"327","326","right"
,,,,,,,,,,"327","962","right"
,,,,,,,,,,"963","326","right"
,,,,,,,,,,"963","962","right"
,,,,,,,,,,"328","327","right"
,,,,,,,,,,"328","963","right"
,,,,,,,,,,"964","327","right"
,,,,,,,,,,"964","963","right"
,,,,,,,,,,"333","332","right"
,,,,,,,,,,"333","968","right"
,,,,,,,,,,"969","332","right"
,,,,,,,,,,"969","968","right"
,,,,,,,,,,"334","333","right"
,,,,,,,,,,"334","969","right"
,,,,,,,,,,"970","333","right"
,,,,,,,,,,"970","969","right"
,,,,,,,,,,"335","334","right"
,,,,,,,,,,"335","970","right"
,,,,,,,,,,"971","334","right"
,,,,,,,,,,"971","970","right"
,,,,,,,,,,"337","336","right"
,,,,,,,,,,"337","972","right"
,,,,,,,,,,"973","336","right"
,,,,,,,,,,"973","972","right"
,,,,,,,,,,"339","338","right"
,,,,,,,,,,"339","974","right"
,,,,,,,,,,"975","338","right"
,,,,,,,,,,"975","974","right"
,,,,,,,,,,"340","339","right"
,,,,,,,,,,"340","975","right"
,,,,,,,,,,"976","339","right"
,,,,,,,,,,"976","975","right"
,,,,,,,,,,"341","340","right"
,,,,,,,,,,"341","976","right"
,,,,,,,,,,"977","340","right"
,,,,,,,,,,"977","976","right"
,,,,,,,,,,"343","342","right"
,,,,,,,,,,"343","978","right"
,,,,,,,,,,"979","342","right"
,,,,,,,,,,"979","978","right"
,,,,,,,,,,"344","343","right"
,,,,,,,,,,"344","979","right"
,,,,,,,,,,"980","343","right"
,,,,,,,,,,"980","979","right"
,,,,,,,,,,"349","348","right"
,,,,,,,,,,"349","984","right"
,,,,,,,,,,"985","348","right"
,,,,,,,,,,"985","984","right"
,,,,,,,,,,"350","349","right"
,,,,,,,,,,"350","985","right"
,,,,,,,,,,"986","349","right"
,,,,,,,,,,"986","985","right"
,,,,,,,,,,"351","350","right"
,,,,,,,,,,"351","986","right"
,,,,,,,,,,"987","350","right"
,,,,,,,,,,"987","986","right"
,,,,,,,,,,"353","352","right"
,,,,,,,,,,"353","988","right"
,,,,,,,,,,"989","352","right"
,,,,,,,,,,"989","988","right"
,,,,,,,,,,"355","354","right"
,,,,,,,,,,"355","990","right"
,,,,,,,,,,"991","354","right"
,,,,,,,,,,"991","990","right"
,,,,,,,,,,"356","355","right"
,,,,,,,,,,"356","991","right"
,,,,,,,,,,"992","355","right"
,,,,,,,,,,"992","991","right"
,,,,,,,,,,"357","356","right"
,,,,,,,,,,"357","992","right"
,,,,,,,,,,"993","356","right"
,,,,,,,,,,"993","992","right"
,,,,,,,,,,"359","358","right"
,,,,,,,,,,"359","994","right"
,,,,,,,,,,"995","358","right"
,,,,,,,,,,"995","994","right"
,,,,,,,,,,"360","359","right"
,,,,,,,,,,"360","995","right"
,,,,,,,,,,"996","359","right"
,,,,,,,,,,"996","995","right"
,,,,,,,,,,"365","364","right"
,,,,,,,,,,"365","1000","right"
,,,,,,,,,,"1001","364","right"
,,,,,,,,,,"1001","1000","right"
,,,,,,,,,,"366","365","right"
,,,,,,,,,,"366","1001","right"
,,,,,,,,,,"1002","365","right"
,,,,,,,,,,"1002","1001","right"
,,,,,,,,,,"367","366","right"
,,,,,,,,,,"367","1002","right"
,,,,,,,,,,"1003","366","right"
,,,,,,,,,,"1003","1002","right"
,,,,,,,,,,"369","368","right"
,,,,,,,,,,"369","1004","right"
,,,,,,,,,,"1005","368","right"
,,,,,,,,,,"1005","1004","right"
,,,,,,,,,,"371","370","right"
,,,,,,,,,,"371","1006","right"
,,,,,,,,,,"1007","370","right"
,,,,,,,,,,"1007","1006","right"
,,,,,,,,,,"372","371","right"
,,,,,,,,,,"372","1007","right"
,,,,,,,,,,"1008","371","right"
,,,,,,,,,,"1008","1007","right"
,,,,,,,,,,"373","372","right"
,,,,,,,,,,"373","1008","right"
,,,,,,,,,,"1009","372","right"
,,,,,,,,,,"1009","1008","right"
,,,,,,,,,,"375","374","right"
,,,,,,,,,,"375","1010","right"
,,,,,,,,,,"1011","374","right"
,,,,,,,,,,"1011","1010","right"
,,,,,,,,,,"376","375","right"
,,,,,,,,,,"376","1011","right"
,,,,,,,,,,"1012","375","right"
,,,,,,,,,,"1012","1011","right"
,,,,,,,,,,"380","379","right"
,,,,,,,,,,"380","1015","right"
,,,,,,,,,,"1016","379","right"
,,,,,,,,,,"1016","1015","right"
,,,,,,,,,,"381","380","right"
,,,,,,,,,,"381","1016","right"
,,,,,,,,,,"1017","380","right"
,,,,,,,,,,"1017","1016","right"
,,,,,,,,,,"383","382","right"
,,,,,,,,,,"383","1018","right"
,,,,,,,,,,"1019","382","right"
,,,,,,,,,,"1019","1018","right"
,,,,,,,,,,"385","384","right"
,,,,,,,,,,"385","1020","right"
,,,,,,,,,,"1021","384","right"
,,,,,,,,,,"1021","1020","right"
,,,,,,,,,,"386","385","right"
,,,,,,,,,,"386","1021","right"
,,,,,,,,,,"1022","385","right"
,,,,,,,,,,"1022","1021","right"
,,,,,,,,,,"387","386","right"
,,,,,,,,,,"387","1022","right"
,,,,,,,,,,"1023","386","right"
,,,,,,,,,,"1023","1022","right"
,,,,,,,,,,"389","388","right"
,,,,,,,,,,"389","1024","right"
,,,,,,,,,,"1025","388","right"
,,,,,,,,,,"1025","1024","right"
,,,,,,,,,,"390","389","right"
,,,,,,,,,,"390","1025","right"
,,,,,,,,,,"1026","389","right"
,,,,,,,,,,"1026","1025","right"
,,,,,,,,,,"394","393","right"
,,,,,,,,,,"394","1029","right"
,,,,,,,,,,"1030","393","right"
,,,,,,,,,,"1030","1029","right"
,,,,,,,,,,"395","394","right"
,,,,,,,,,,"395","1030","right"
,,,,,,,,,,"1031","394","right"
,,,,,,,,,,"1031","1030","right"
,,,,,,,,,,"397","396","right"
,,,,,,,,,,"397","1032","right"
,,,,,,,,,,"1033","396","right"
,,,,,,,,,,"1033","1032","right"
,,,,,,,,,,"399","398","right"
,,,,,,,,,,"399","1034","right"
,,,,,,,,,,"1035","398","right"
,,,,,,,,,,"1035","1034","right"
,,,,,,,,,,"400","399","right"
,,,,,,,,,,"400","1035","right"
,,,,,,,,,,"1036","399","right"
,,,,,,,,,,"1036","1035","right"
,,,,,,,,,,"401","400","right"
,,,,,,,,,,"401","1036","right"
,,,,,,,,,,"1037","400","right"
,,,,,,,,,,"1037","1036","right"
,,,,,,,,,,"403","402","right"
,,,,,,,,,,"403","1038","right"
,,,,,,,,,,"1039","402","right"
,,,,,,,,,,"1039","1038","right"
,,,,,,,,,,"404","403","right"
,,,,,,,,,,"404","1039","right"
,,,,,,,,,,"1040","403","right"
,,,,,,,,,,"1040","1039","right"
,,,,,,,,,,"408","407","right"
,,,,,,,,,,"408","1043","right"
,,,,,,,,,,"1044","407","right"
,,,,,,,,,,"1044","1043","right"
,,,,,,,,,,"409","408","right"
,,,,,,,,,,"409","1044","right"
,,,,,,,,,,"1045","408","right"
,,,,,,,,,,"1045","1044","right"
,,,,,,,,,,"411","410","right"
,,,,,,,,,,"411","1046","right"
,,,,,,,,,,"1047","410","right"
,,,,,,,,,,"1047","1046","right"
,,,,,,,,,,"413","412","right"
,,,,,,,,,,"413","1048","right"
,,,,,,,,,,"1049","412","right"
,,,,,,,,,,"1049","1048","right"
,,,,,,,,,,"414","413","right"
,,,,,,,,,,"414","1049","right"
,,,,,,,,,,"1050","413","right"
,,,,,,,,,,"1050","1049","right"
,,,,,,,,,,"415","414","right"
,,,,,,,,,,"415","1050","right"
,,,,,,,,,,"1051","414","right"
,,,,,,,,,,"1051","1050","right"
,,,,,,,,,,"417","416","right"
,,,,,,,,,,"417","1052","right"
,,,,,,,,,,"1053","416","right"
,,,,,,,,,,"1053","1052","right"
,,,,,,,,,,"418","417","right"
,,,,,,,,,,"418","1053","right"
,,,,,,,,,,"1054","417","right"
,,,,,,,,,,"1054","1053","right"
,,,,,,,,,,"422","421","right"
,,,,,,,,,,"422","1057","right"
,,,,,,,,,,"1058","421","right"
,,,,,,,,,,"1058","1057","right"
,,,,,,,,,,"424","423","right"
,,,,,,,,,,"424","1059","right"
,,,,,,,,,,"1060","423","right"
,,,,,,,,,,"1060","1059","right"
,,,,,,,,,,"425","424","right"
,,,,,,,,,,"425","1060","right"
,,,,,,,,,,"1061","424","right"
,,,,,,,,,,"1061","1060","right"
,,,,,,,,,,"426","425","right"
,,,,,,,,,,"426","1061","right"
,,,,,,,,,,"1062","425","right"
,,,,,,,,,,"1062","1061","right"
,,,,,,,,,,"428","427","right"
,,,,,,,,,,"428","1063","right"
,,,,,,,,,,"1064","427","right"
,,,,,,,,,,"1064","1063","right"
,,,,,,,,,,"430","429","right"
,,,,,,,,,,"430","1065","right"
,,,,,,,,,,"1066","429","right"
,,,,,,,,,,"1066","1065","right"
,,,,,,,,,,"431","430","right"
,,,,,,,,,,"431","1066","right"
,,,,,,,,,,"1067","430","right"
,,,,,,,,,,"1067","1066","right"
,,,,,,,,,,"432","431","right"
,,,,,,,,,,"432","1067","right"
,,,,,,,,,,"1068","431","right"
,,,,,,,,,,"1068","1067","right"
,,,,,,,,,,"434","433","right"
,,,,,,,,,,"434","1069","right"
,,,,,,,,,,"1070","433","right"
,,,,,,,,,,"1070","1069","right"
,,,,,,,,,,"435","434","right"
,,,,,,,,,,"435","1070","right"
,,,,,,,,,,"1071","434","right"
,,,,,,,,,,"1071","1070","right"
,,,,,,,,,,"439","438","right"
,,,,,,,,,,"439","1074","right"
,,,,,,,,,,"1075","438","right"
,,,,,,,,,,"1075","1074","right"
,,,,,,,,,,"441","440","right"
,,,,,,,,,,"441","1076","right"
,,,,,,,,,,"1077","440","right"
,,,,,,,,,,"1077","1076","right"
,,,,,,,,,,"442","441","right"
,,,,,,,,,,"442","1077","right"
,,,,,,,,,,"1078","441","right"
,,,,,,,,,,"1078","1077","right"
,,,,,,,,,,"443","442","right"
,,,,,,,,,,"443","1078","right"
,,,,,,,,,,"1079","442","right"
,,,,,,,,,,"1079","1078","right"
,,,,,,,,,,"445","444","right"
,,,,,,,,,,"445","1080","right"
,,,,,,,,,,"1081","444","right"
,,,,,,,,,,"1081","1080","right"
,,,,,,,,,,"447","446","right"
,,,,,,,,,,"447","1082","right"
,,,,,,,,,,"1083","446","right"
,,,,,,,,,,"1083","1082","right"
,,,,,,,,,,"448","447","right"
,,,,,,,,,,"448","1083","right"
,,,,,,,,,,"1084","447","right"
,,,,,,,,,,"1084","1083","right"
,,,,,,,,,,"449","448","right"
,,,,,,,,,,"449","1084","right"
,,,,,,,,,,"1085","448","right"
,,,,,,,,,,"1085","1084","right"
,,,,,,,,,,"451","450","right"
,,,,,,,,,,"451","1086","right"
,,,,,,,,,,"1087","450","right"
,,,,,,,,,,"1087","1086","right"
,,,,,,,,,,"452","451","right"
,,,,,,,,,,"452","1087","right"
,,,,,,,,,,"1088","451","right"
,,,,,,,,,,"1088","1087","right"
,,,,,,,,,,"456","455","right"
,,,,,,,,,,"456","1091","right"
,,,,,,,,,,"1092","455","right"
,,,,,,,,,,"1092","1091","right"
,,,,,,,,,,"458","457","right"
,,,,,,,,,,"458","1093","right"
,,,,,,,,,,"1094","457","right"
,,,,,,,,,,"1094","1093","right"
,,,,,,,,,,"459","458","right"
,,,,,,,,,,"459","1094","right"
,,,,,,,,,,"1095","458","right"
,,,,,,,,,,"1095","1094","right"
,,,,,,,,,,"460","459","right"
,,,,,,,,,,"460","1095","right"
,,,,,,,,,,"1096","459","right"
,,,,,,,,,,"1096","1095","right"
,,,,,,,,,,"462","461","right"
,,,,,,,,,,"462","1097","right"
,,,,,,,,,,"1098","461","right"
,,,,,,,,,,"1098","1097","right"
,,,,,,,,,,"464","463","right"
,,,,,,,,,,"464","1099","right"
,,,,,,,,,,"1100","463","right"
,,,,,,,,,,"1100","1099","right"
,,,,,,,,,,"465","464","right"
,,,,,,,,,,"465","1100","right"
,,,,,,,,,,"1101","464","right"
,,,,,,,,,,"1101","1100","right"
,,,,,,,,,,"466","465","right"
,,,,,,,,,,"466","1101","right"
,,,,,,,,,,"1102","465","right"
,,,,,,,,,,"1102","1101","right"
,,,,,,,,,,"468","467","right"
,,,,,,,,,,"468","1103","right"
,,,,,,,,,,"1104","467","right"
,,,,,,,,,,"1104","1103","right"
,,,,,,,,,,"469","468","right"
,,,,,,,,,,"469","1104","right"
,,,,,,,,,,"1105","468","right"
,,,,,,,,,,"1105","1104","right"
,,,,,,,,,,"472","471","right"
,,,,,,,,,,"472","1107","right"
,,,,,,,,,,"1108","471","right"
,,,,,,,,,,"1108","1107","right"
,,,,,,,,,,"474","473","right"
,,,,,,,,,,"474","1109","right"
,,,,,,,,,,"1110","473","right"
,,,,,,,,,,"1110","1109","right"
,,,,,,,,,,"475","474","right"
,,,,,,,,,,"475","1110","right"
,,,,,,,,,,"1111","474","right"
,,,,,,,,,,"1111","1110","right"
,,,,,,,,,,"477","476","right"
,,,,,,,,,,"477","1112","right"
,,,,,,,,,,"1113","476","right"
,,,,,,,,,,"1113","1112","right"
,,,,,,,,,,"479","478","right"
,,,,,,,,,,"479","1114","right"
,,,,,,,,,,"1115","478","right"
,,,,,,,,,,"1115","1114","right"
,,,,,,,,,,"480","479","right"
,,,,,,,,,,"480","1115","right"
,,,,,,,,,,"1116","479","right"
,,,,,,,,,,"1116","1115","right"
,,,,,,,,,,"481","480","right"
,,,,,,,,,,"481","1116","right"
,,,,,,,,,,"1117","480","right"
,,,,,,,,,,"1117","1116","right"
,,,,,,,,,,"483","482","right"
,,,,,,,,,,"483","1118","right"
,,,,,,,,,,"1119","482","right"
,,,,,,,,,,"1119","1118","right"
,,,,,,,,,,"484","483","right"
,,,,,,,,,,"484","1119","right"
,,,,,,,,,,"1120","483","right"
,,,,,,,,,,"1120","1119","right"
,,,,,,,,,,"487","486","right"
,,,,,,,,,,"487","1122","right"
,,,,,,,,,,"1123","486","right"
,,,,,,,,,,"1123","1122","right"
,,,,,,,,,,"489","488","right"
,,,,,,,,,,"489","1124","right"
,,,,,,,,,,"1125","488","right"
,,,,,,,,,,"1125","1124","right"
,,,,,,,,,,"490","489","right"
,,,,,,,,,,"490","1125","right"
,,,,,,,,,,"1126","489","right"
,,,,,,,,,,"1126","1125","right"
,,,,,,,,,,"492","491","right"
,,,,,,,,,,"492","1127","right"
,,,,,,,,,,"1128","491","right"
,,,,,,,,,,"1128","1127","right"
,,,,,,,,,,"494","493","right"
,,,,,,,,,,"494","1129","right"
,,,,,,,,,,"1130","493","right"
,,,,,,,,,,"1130","1129","right"
,,,,,,,,,,"495","494","right"
,,,,,,,,,,"495","1130","right"
,,,,,,,,,,"1131","494","right"
,,,,,,,,,,"1131","1130","right"
,,,,,,,,,,"496","495","right"
,,,,,,,,,,"496","1131","right"
,,,,,,,,,,"1132","495","right"
,,,,,,,,,,"1132","1131","right"
,,,,,,,,,,"498","497","right"
,,,,,,,,,,"498","1133","right"
,,,,,,,,,,"1134","497","right"
,,,,,,,,,,"1134","1133","right"
,,,,,,,,,,"499","498","right"
,,,,,,,,,,"499","1134","right"
,,,,,,,,,,"1135","498","right"
,,,,,,,,,,"1135","1134","right"
,,,,,,,,,,"502","501","right"
,,,,,,,,,,"502","1137","right"
,,,,,,,,,,"1138","501","right"
,,,,,,,,,,"1138","1137","right"
,,,,,,,,,,"504","503","right"
,,,,,,,,,,"504","1139","right"
,,,,,,,,,,"1140","503","right"
,,,,,,,,,,"1140","1139","right"
,,,,,,,,,,"505","504","right"
,,,,,,,,,,"505","1140","right"
,,,,,,,,,,"1141","504","right"
,,,,,,,,,,"1141","1140","right"
,,,,,,,,,,"507","506","right"
,,,,,,,,,,"507","1142","right"
,,,,,,,,,,"1143","506","right"
,,,,,,,,,,"1143","1142","right"
,,,,,,,,,,"509","508","right"
,,,,,,,,,,"509","1144","right"
,,,,,,,,,,"1145","508","right"
,,,,,,,,,,"1145","1144","right"
,,,,,,,,,,"510","509","right"
,,,,,,,,,,"510","1145","right"
,,,,,,,,,,"1146","509","right"
,,,,,,,,,,"1146","1145","right"
,,,,,,,,,,"511","510","right"
,,,,,,,,,,"511","1146","right"
,,,,,,,,,,"1147","510","right"
,,,,,,,,,,"1147","1146","right"
,,,,,,,,,,"514","513","right"
,,,,,,,,,,"514","1149","right"
,,,,,,,,,,"1150","513","right"
,,,,,,,,,,"1150","1149","right"
,,,,,,,,,,"516","515","right"
,,,,,,,,,,"516","1151","right"
,,,,,,,,,,"1152","515","right"
,,,,,,,,,,"1152","1151","right"
,,,,,,,,,,"517","516","right"
,,,,,,,,,,"517","1152","right"
,,,,,,,,,,"1153","516","right"
,,,,,,,,,,"1153","1152","right"
,,,,,,,,,,"520","519","right"
,,,,,,,,,,"520","1155","right"
,,,,,,,,,,"1156","519","right"
,,,,,,,,,,"1156","1155","right"
,,,,,,,,,,"524","523","right"
,,,,,,,,,,"524","1159","right"
,,,,,,,,,,"1160","523","right"
,,,,,,,,,,"1160","1159","right"
,,,,,,,,,,"525","524","right"
,,,,,,,,,,"525","1160","right"
,,,,,,,,,,"1161","524","right"
,,,,,,,,,,"1161","1160","right"
,,,,,,,,,,"532","531","right"
,,,,,,,,,,"532","1167","right"
,,,,,,,,,,"1168","531","right"
,,,,,,,,,,"1168","1167","right"
,,,,,,,,,,"534","533","right"
,,,,,,,,,,"534","1169","right"
,,,,,,,,,,"1170","533","right"
,,,,,,,,,,"1170","1169","right"
,,,,,,,,,,"535","534","right"
,,,,,,,,,,"535","1170","right"
,,,,,,,,,,"1171","534","right"
,,,,,,,,,,"1171","1170","right"
,,,,,,,,,,"536","535","right"
,,,,,,,,,,"536","1171","right"
,,,,,,,,,,"1172","535","right"
,,,,,,,,,,"1172","1171","right"
,,,,,,,,,,"537","536","right"
,,,,,,,,,,"537","1172","right"
